passenger_id,driver_id,weight
P4,D56,0.29392088420035006
P4,D9,0.5201587554538221
P4,D19,0.7403347732572503
P4,D51,0.5906653907657659
P4,D6,0.7800903544084246
P4,D65,0.3253090157214671
P4,D87,0.21551992601328296
P4,D88,0.6106105988865504
P4,D63,0.4130771168748132
P4,D83,0.28516040470449044
P4,D15,0.22545797806704754
P4,D27,0.29302463930897166
P4,D34,0.4384464956929274
P4,D52,0.46110620874091507
P4,D82,0.601265717391866
P5,D49,0.5073921512954093
P5,D2,0.5663534860409151
P5,D57,0.4260526898818304
P5,D42,0.28300649566775055
P5,D43,0.5098136714817536
P5,D55,0.6067408325674206
P5,D52,0.6645888820315762
P5,D21,0.5125025309910777
P5,D77,0.7159948088190828
P5,D67,0.45225290856372347
P5,D35,0.17504927025878292
P5,D6,0.4637908747248792
P5,D53,0.4035392662608173
P5,D31,0.6056309571102759
P5,D48,0.44746048344142697
P5,D3,0.4437407399797523
P5,D47,0.1580081613367309
P5,D19,0.6888025009699668
P5,D50,0.4914678739328083
P5,D29,0.2540797359803632
P5,D23,0.5199367078009961
P5,D41,0.1934066619014186
P5,D34,0.4725224432667786
P5,D30,0.5532577369126703
P5,D65,0.2863366599137972
P5,D64,0.5933596642735605
P5,D58,0.13319158111228063
P5,D71,0.45464853950277156
P5,D46,0.41190916905140873
P5,D82,0.5315420585330448
P5,D16,0.25392523866570194
P5,D1,0.4006406008018699
P5,D14,0.7202477600047603
P5,D4,0.4960266473040833
P5,D25,0.509056026894662
P5,D70,0.46519027917067685
P5,D79,0.42291137884760815
P5,D9,0.7763574093088441
P5,D32,0.47393182872197237
P5,D80,0.3528443195364312
P6,D67,0.48437841186312575
P6,D12,0.18690134219048626
P6,D45,0.7041914275788413
P6,D21,0.48620778740756293
P6,D42,0.29103473847745387
P6,D36,0.5581991778314521
P6,D59,0.5494003436761788
P6,D28,0.5180411285977049
P6,D8,0.45535759352038124
P6,D70,0.5045835642260015
P6,D17,0.417795842001423
P6,D33,0.7280274896845672
P6,D41,0.2829794354134375
P6,D46,0.31178058768289574
P6,D29,0.25554139661481545
P6,D56,0.15145305019666627
P6,D65,0.2170774464094412
P6,D86,0.5358394661154721
P6,D43,0.6033377321290924
P6,D20,0.5899969565053913
P6,D11,0.09482427815745348
P6,D73,0.20638651385484502
P6,D34,0.41350170030223854
P6,D2,0.33135786903422904
P6,D85,0.5548708256447461
P6,D18,0.34010520710827763
P6,D83,0.4448751344223983
P6,D71,0.6339549416151791
P6,D30,0.7811853639149873
P6,D1,0.21432685642407212
P6,D19,0.916387289196438
P6,D80,0.7006291317261097
P6,D44,0.07351397893185102
P6,D81,0.578542416931151
P6,D57,0.7503182077717038
P6,D26,0.5483464355122372
P6,D48,0.7094126660102292
P6,D74,0.8401600786206942
P6,D82,0.7327467399143273
P6,D66,0.799243065013604
P7,D3,0.504638821508796
P7,D37,0.43127038380478644
P7,D51,0.4095501065510324
P7,D81,0.4003390156868328
P7,D72,0.7936015872958742
P7,D39,0.39936560516510616
P7,D61,0.30412963617719413
P7,D67,0.7041837993029045
P7,D48,0.5178688759918585
P7,D21,0.40821786824340855
P7,D29,0.41883564559809155
P7,D33,0.4938102633568576
P7,D86,0.5248555618897759
P7,D17,0.4436762031293367
P7,D23,0.46086637057830104
P7,D45,0.37623910651988146
P7,D24,0.2869354942921366
P7,D58,0.22390274675942068
P7,D69,0.4884971601961257
P7,D19,0.785263139851484
P7,D28,0.44727038996365875
P7,D77,0.4418528936142727
P7,D73,0.13661112374284168
P7,D49,0.17508818263947773
P7,D14,0.6750292154143447
P7,D56,0.198605449060206
P7,D7,0.6672948311438969
P7,D9,0.5840439599537521
P7,D31,0.5114401966744923
P7,D76,0.4888908475822263
P7,D20,0.4265402524682717
P7,D26,0.4397466316595436
P7,D2,0.4024126756068986
P7,D74,0.7204386605119376
P7,D8,0.4079409581487312
P7,D53,0.5833182286584333
P7,D55,0.7782715710330411
P7,D71,0.6881778693422345
P7,D41,0.30757642221905346
P7,D35,0.3304548676543634
P8,D25,0.1562264614234224
P8,D49,0.15965844080915798
P8,D33,0.5104007818935473
P8,D80,0.24381261958653072
P8,D21,0.29546704157251785
P8,D71,0.48155331073204993
P8,D88,0.46857499036455086
P8,D41,0.302472066975745
P8,D82,0.46598770652032323
P8,D77,0.4133888072502856
P8,D56,0.3014206964349857
P8,D61,0.3236007093201774
P8,D31,0.44317474070236706
P8,D59,0.3033236681119904
P8,D35,0.23399101103822906
P8,D57,0.5903197595074793
P8,D6,0.46732007072734516
P8,D3,0.5488486707686014
P8,D39,0.4723346941354718
P8,D18,0.44579738947045794
P8,D83,0.2574375753966594
P8,D72,0.49040900733614484
P8,D73,0.3123370641755786
P8,D17,0.3011825070963522
P8,D40,0.32385534117185755
P8,D85,0.5947234117833272
P8,D55,0.5557701363896015
P8,D75,0.30056432055903926
P8,D30,0.44248645698003986
P8,D26,0.48348605998683103
P8,D76,0.4902282576384742
P8,D74,0.45111360742289924
P8,D22,0.25253328307048234
P8,D34,0.46064665132453675
P8,D81,0.4131446178971101
P8,D52,0.5744683762489056
P8,D66,0.5075914164239412
P8,D2,0.4119106415612117
P8,D84,0.43822605721643226
P8,D50,0.4234864505448285
P9,D73,0.2660975937952552
P9,D3,0.5858139326342146
P9,D79,0.5514072837418977
P9,D29,0.2709881416560035
P9,D15,0.28189017306980746
P9,D5,0.3670709755983772
P9,D47,0.4040362049687407
P9,D17,0.49346407020459093
P9,D76,0.4950908860879367
P9,D78,0.41330817548658044
P9,D46,0.28941114165101317
P9,D60,0.6241607206600085
P9,D72,0.5002884091407269
P9,D19,0.9721080149184185
P9,D55,0.9881740317027707
P9,D16,0.20109438634698745
P9,D23,0.5517864503178318
P9,D69,0.43310682588216354
P9,D8,0.4123836756131355
P9,D75,0.13774651652745118
P9,D9,0.6016312641507537
P9,D20,0.47651950464252696
P9,D33,0.6369739419327535
P9,D45,0.716632076722773
P9,D68,0.5438562100000556
P9,D62,0.15650087318221245
P9,D1,0.2897630775671769
P9,D0,0.42838999910509873
P9,D10,0.47493521655743964
P9,D50,0.6243645905596306
P9,D87,0.20210750148577428
P9,D80,0.6155351570975877
P9,D18,0.3526553193889732
P9,D67,0.5551991578466702
P9,D12,0.3090414774487128
P9,D32,0.5578779723448282
P9,D26,0.5154600768345105
P9,D44,0.10058862641737115
P9,D7,0.547838023830224
P9,D11,0.07267168994825751
P10,D44,0.10614442161585935
P10,D81,0.3531611445609052
P10,D65,0.17647477179364957
P10,D80,0.4217797813633443
P10,D13,0.4041809372221131
P10,D11,0.034621310924317694
P10,D34,0.41934810180470755
P10,D88,0.5826466739772286
P10,D53,0.4411410202298839
P10,D49,0.004989705704845027
P10,D50,0.6602440549631615
P10,D77,0.4577758603567979
P10,D52,0.2675841050614346
P10,D33,0.5964072856628906
P10,D27,0.15799235679895846
P10,D3,0.5001076038394835
P10,D2,0.2920305365663086
P10,D26,0.28589467869171514
P10,D42,0.18302074148745834
P10,D6,0.5387203903463785
P10,D57,0.712966969797288
P10,D21,0.2001717895275581
P10,D10,0.45249716956193525
P10,D69,0.563939484067516
P10,D51,0.3932413733943561
P10,D24,0.3199519796267565
P10,D0,0.14708221643849206
P10,D25,0.37863214824279445
P10,D15,0.16281893083511018
P10,D83,0.21514267523195674
P10,D78,0.5287367254712694
P10,D66,0.6152016574944352
P10,D43,0.6152896555352523
P10,D22,0.17930235802852323
P10,D54,0.35757796703529887
P10,D8,0.2106862320198915
P10,D1,0.19492964503350396
P10,D20,0.5892624786032414
P10,D87,0.13105664701054348
P10,D56,0.3192104498453068
P11,D44,0.11122050757410212
P11,D80,0.19774269082065715
P11,D33,0.42027207425320795
P11,D31,0.4563410403651847
P11,D49,0.1846845419805408
P11,D14,0.3779961362463556
P11,D39,0.41477753128689404
P11,D86,0.521020330638646
P11,D34,0.41770629499919854
P11,D79,0.5601451580693843
P11,D11,0.19667318676009854
P11,D0,0.2904592633701667
P11,D82,0.416728248475913
P11,D89,0.27667817305865006
P11,D51,0.29018120161339067
P11,D16,0.13634866763715936
P11,D62,0.158544707748134
P11,D43,0.42056184970664867
P11,D48,0.31641209192878383
P11,D83,0.31320035144606506
P11,D5,0.3376581263399375
P11,D3,0.5621878018425152
P11,D85,0.5641853525334377
P11,D76,0.30274818033602446
P11,D87,0.13889000739422647
P11,D29,0.193839712278561
P11,D1,0.0548297950146166
P11,D56,0.13291517291057203
P11,D84,0.4613106834080376
P11,D18,0.4611385184344352
P11,D54,0.3654166355663288
P11,D21,0.06808651736714544
P11,D61,0.11129463857399918
P11,D25,0.3120515816445376
P11,D63,0.07479805619187069
P11,D74,0.5331424056519419
P11,D26,0.28453949871394957
P11,D28,0.5206612217751562
P11,D37,0.17990288292272916
P11,D40,0.017301263836559166
P12,D0,0.7787971013829198
P12,D70,0.49047397218101874
P12,D50,0.445216407804557
P12,D75,0.4546096483856037
P12,D45,0.6842753982607793
P12,D49,0.5319755367037263
P12,D4,0.6335281706005286
P12,D40,0.45826653438126586
P12,D8,0.5273186265067733
P12,D10,0.4193074146074304
P12,D58,0.3706246467798919
P12,D33,0.6946792348633665
P12,D2,0.3688548837698213
P12,D37,0.42371742798459583
P12,D84,0.7276699502150858
P12,D85,0.5583308442429102
P12,D30,0.4551876889398757
P12,D39,0.5763077891083646
P12,D60,0.7230948104918175
P12,D61,0.5070210146212205
P12,D5,0.4620667014264417
P12,D17,0.5804290080580752
P12,D55,0.7362254158357034
P12,D26,0.6040848638949206
P12,D11,0.36503526769544115
P12,D3,0.549570973729349
P12,D35,0.4329661567115677
P12,D41,0.4047420177699748
P12,D89,0.7500560970329976
P12,D18,0.2962523513500598
P12,D86,0.5241007870866937
P12,D83,0.7341282977124268
P12,D78,0.5459532115185335
P12,D44,0.3736594159655627
P12,D63,0.6304511945869141
P12,D62,0.41616111545286544
P12,D77,0.5354870252191706
P12,D69,0.46742461865398943
P12,D74,0.7071118489356623
P12,D38,0.6939619082709492
P13,D16,0.1848908332993795
P13,D53,0.38821156034155724
P13,D2,0.30137423106399563
P13,D66,0.5101340415917812
P13,D67,0.6535267203205402
P13,D23,0.49797848040074094
P13,D86,0.5980201986232381
P13,D68,0.3360713458336091
P13,D7,0.5855724535190225
P13,D46,0.1376416555455205
P13,D62,0.1937771266783897
P13,D34,0.4549930225839983
P13,D37,0.23149301918504644
P13,D51,0.28332022896788955
P13,D42,0.15936805987899144
P13,D35,0.06054363244637739
P13,D4,0.1887090310586388
P13,D38,0.35921302121701193
P13,D36,0.37312412082031177
P13,D5,0.3856232376520357
P13,D45,0.37411680959213905
P13,D28,0.5520523762391674
P13,D3,0.47015336292715215
P13,D13,0.4947789984668514
P13,D11,0.015972217054843862
P13,D80,0.5125963895332886
P13,D74,0.7207326153787579
P13,D54,0.38212380458365386
P13,D63,0.2860194101991571
P13,D8,0.3882041933415912
P13,D12,0.32521283767735426
P13,D32,0.46711249546157163
P13,D9,0.5009141466580773
P13,D22,0.08458984096849659
P13,D64,0.5028512459325799
P13,D26,0.2761248907542241
P13,D10,0.5982201393537241
P13,D0,0.2289881832998143
P13,D48,0.5106044736118539
P13,D41,0.26968193774044225
P14,D89,0.6972508423993875
P14,D8,0.5482336420904306
P14,D57,0.7045772754675146
P14,D70,0.5736058953294325
P14,D35,0.36556825935569115
P14,D1,0.32710004874670495
P14,D17,0.7805738383164856
P14,D37,0.6123592663230466
P14,D67,0.47864213407506345
P14,D47,0.6537495080381828
P14,D10,0.5180640623331526
P14,D31,0.4564399161731293
P14,D87,0.41344380371122813
P14,D61,0.390226760911753
P14,D45,0.6023216491539061
P14,D80,0.6675867246062955
P14,D18,0.31190321733482873
P14,D83,0.41830680609796794
P14,D74,0.6957539424010044
P14,D79,0.5962302951398063
P14,D44,0.45639707455823647
P14,D55,0.6372616951828034
P14,D28,0.5553063647478758
P14,D46,0.45375187774688974
P14,D16,0.4057609799548285
P14,D3,0.5495373141328637
P14,D63,0.552881781034999
P14,D69,0.4323314509934795
P14,D2,0.31917923837806084
P14,D64,0.403261064829904
P14,D4,0.42693081038240477
P14,D75,0.5844993232521641
P14,D34,0.41720239941837417
P14,D88,0.5333864748668707
P14,D38,0.7616336635462544
P14,D6,0.5542472426132563
P14,D0,0.5568950648540099
P14,D68,0.28322089380163407
P14,D73,0.5736851169725286
P14,D59,0.6533952408208413
P15,D59,0.32563132165325315
P15,D83,0.5976132225905925
P15,D27,0.48352408440477546
P15,D6,0.4413764666267485
P15,D58,0.2865657804518874
P15,D79,0.4983451461931051
P15,D3,0.492185146080222
P15,D65,0.41779529525104664
P15,D75,0.4105146585405166
P15,D38,0.5337247037365274
P15,D74,0.5232997537578757
P15,D67,0.4040668921748229
P15,D37,0.4408659120449249
P15,D24,0.5623095594474163
P15,D80,0.5364412869650486
P15,D8,0.3656512942198855
P15,D50,0.26978750472860275
P15,D77,0.44383210878581814
P15,D57,0.4998085540768808
P15,D33,0.44883989880537056
P15,D7,0.28146568860793914
P15,D39,0.535669884039333
P15,D60,0.5835522266434541
P15,D9,0.5764405529200057
P15,D31,0.4967963944400002
P15,D40,0.31630271914708996
P15,D46,0.44865095100833696
P15,D66,0.4284981588597587
P15,D23,0.4090382405127659
P15,D13,0.4261586263721733
P15,D64,0.5352740135546982
P15,D61,0.4318131537814789
P15,D84,0.4670427204324939
P15,D85,0.5273069609752139
P15,D32,0.5386479784049676
P15,D36,0.3247169290812515
P15,D21,0.3686530627083895
P15,D81,0.41579624066140175
P15,D25,0.5208232443120454
P15,D88,0.2972796978930834
P16,D87,0.4722505880668498
P16,D85,0.5992229523428929
P16,D36,0.4053015857082805
P16,D57,0.5913111503360865
P16,D46,0.42072876363707656
P16,D17,0.21383375983982394
P16,D23,0.495571135741379
P16,D59,0.5216971821724824
P16,D45,0.4689789596536914
P16,D51,0.41741242720358623
P16,D80,0.4964206428237631
P16,D16,0.19722315904621274
P16,D65,0.14861859289913742
P16,D5,0.4847190841536687
P16,D13,0.1424948468480804
P16,D37,0.1618877868081786
P16,D72,0.40016826659698296
P16,D89,0.3609802858883738
P16,D44,0.2683079630435019
P16,D0,0.35607199103008946
P16,D27,0.4944191851574212
P16,D84,0.7518202831418588
P16,D55,0.7420926354333441
P16,D7,0.5903613533258864
P16,D53,0.539958430785619
P16,D56,0.2933774145187985
P16,D58,0.13718667424528586
P16,D76,0.6392487463244548
P16,D68,0.6171220415389769
P16,D64,0.5187507350182764
P16,D29,0.19841162283988728
P16,D66,0.6846107357122222
P16,D31,0.7266644787755387
P16,D28,0.5003035139536844
P16,D9,0.7596059805321503
P16,D71,0.44124747666737046
P16,D83,0.4358202943270789
P16,D19,0.7337715562812341
P16,D40,0.15691045544021065
P16,D67,0.45526084922056254
P17,D65,0.505888181646691
P17,D75,0.5499907326454848
P17,D3,0.42651686873104055
P17,D4,0.6152978355841358
P17,D51,0.39320953516404317
P17,D39,0.4943854674043961
P17,D5,0.30602107900072834
P17,D31,0.766567251925158
P17,D36,0.4976582829919319
P17,D17,0.5362537241476812
P17,D21,0.5638007802814228
P17,D68,0.4848203261533581
P17,D64,0.41438722179550663
P17,D33,0.7118643628522581
P17,D53,0.3359847047744632
P17,D11,0.27902072251954957
P17,D6,0.30419424016791824
P17,D59,0.5829676072781861
P17,D84,0.6829309074299216
P17,D78,0.4419800853132743
P17,D57,0.4810311341091842
P17,D81,0.6041521719127455
P17,D2,0.3367011450462085
P17,D8,0.5147702717239621
P17,D74,0.7014896857773348
P17,D12,0.5263028346374279
P17,D19,0.6339980568545805
P17,D86,0.5625180597505317
P17,D88,0.5516345027450018
P17,D56,0.4105454418919534
P17,D28,0.5887880434522412
P17,D61,0.534236214093383
P17,D26,0.4713816041865528
P17,D70,0.6476564032671392
P17,D80,0.7060363290966201
P17,D58,0.43953487309956196
P17,D60,0.6323415768539253
P17,D23,0.5864316811069418
P17,D20,0.45773903723451403
P17,D41,0.47269423320319
P18,D28,0.43129020257527567
P18,D66,0.9050697703693253
P18,D70,0.6437789646949713
P18,D30,0.7710637446197568
P18,D40,0.2595827717436252
P18,D21,0.5793935401440371
P18,D32,0.7003191525676599
P18,D44,0.1417153096512681
P18,D82,0.7875786594238285
P18,D78,0.49993715880740675
P18,D83,0.4220335398328229
P18,D87,0.4652724104014415
P18,D49,0.3484384207318608
P18,D26,0.6850009373137913
P18,D53,0.48487826912378623
P18,D39,0.4763442996412427
P18,D36,0.697870923934738
P18,D33,0.6470589575467516
P18,D60,0.6954273935908544
P18,D68,0.6034376434727746
P18,D52,0.6548422315187639
P18,D43,0.6371282765460512
P18,D42,0.13922485095154868
P18,D71,0.6617763364818798
P18,D75,0.24840707652983113
P18,D58,0.13836681258806094
P18,D65,0.30631503775091706
P18,D84,0.8670992403095168
P18,D24,0.3197688535777944
P18,D62,0.18542159172866723
P18,D35,0.2501143277376049
P18,D77,0.693128398199943
P18,D56,0.2882920233175347
P18,D31,0.7507463793291578
P18,D73,0.16576833231756016
P18,D41,0.19688601590408256
P18,D59,0.6273348409875815
P18,D17,0.36836707988724493
P18,D45,0.5988465895908747
P18,D67,0.7947274929237897
P19,D16,0.5321505562576224
P19,D72,0.5688416438858541
P19,D64,0.48223777753579217
P19,D85,0.4252300091369862
P19,D7,0.6074768530734831
P19,D31,0.4261723409036678
P19,D78,0.5206140908866395
P19,D52,0.4235452275576221
P19,D23,0.5173782201703874
P19,D74,0.6572552353133665
P19,D4,0.5632975343701205
P19,D1,0.42849758012218564
P19,D48,0.6877223975411166
P19,D8,0.5101596095861927
P19,D18,0.37782256917545903
P19,D40,0.31580940979633454
P19,D9,0.43162090115966667
P19,D73,0.5191426327654025
P19,D32,0.7302501164696842
P19,D43,0.6277115854292077
P19,D70,0.5245660084771301
P19,D12,0.46214586822886083
P19,D25,0.7112857823865767
P19,D33,0.5086303382292741
P19,D36,0.5841145365073891
P19,D83,0.4592515257686002
P19,D22,0.27639898167564086
P19,D26,0.30922315603318895
P19,D50,0.5451650600565731
P19,D27,0.4987562092357542
P19,D29,0.5985819897905955
P19,D68,0.4555321664030589
P19,D45,0.6877972160934502
P19,D0,0.5031415788573758
P19,D71,0.5760007499736135
P19,D20,0.5546300963878849
P19,D54,0.2804978185712892
P19,D82,0.781059185433336
P19,D76,0.37886328893724575
P19,D5,0.33648238676575887
P20,D44,0.22664081706317263
P20,D81,0.7555051225495308
P20,D0,0.360622306802011
P20,D8,0.5298158893639462
P20,D76,0.7051978081056092
P20,D26,0.6235200924303556
P20,D62,0.20920832373884368
P20,D52,0.6855641809078206
P20,D67,0.5515488861488914
P20,D3,0.5779277011283283
P20,D13,0.2754302792681159
P20,D34,0.4463490644003762
P20,D60,0.4990407214935845
P20,D32,0.4908859139230167
P20,D73,0.2336147313291843
P20,D80,0.462369833870245
P20,D71,0.40662558524383496
P20,D9,0.709071180980553
P20,D65,0.2494638754927772
P20,D2,0.5523678110470842
P20,D29,0.3038878152623393
P20,D15,0.1972168982287888
P20,D17,0.17789930308888402
P20,D84,0.7942991149961107
P20,D82,0.4608420695144951
P20,D21,0.4248277442448863
P20,D38,0.4409400582420745
P20,D50,0.5776270297027293
P20,D33,0.6180913827284356
P20,D64,0.5846339835477583
P20,D49,0.3712844524914361
P20,D20,0.5639114776928531
P20,D56,0.27531848348529486
P20,D77,0.7533594200292362
P20,D18,0.46656516625077765
P20,D75,0.1373623854054402
P20,D69,0.5424384257037249
P20,D83,0.3369223295112942
P20,D46,0.4344822232090647
P20,D63,0.4570337638354937
P21,D12,0.20883837672668337
P21,D0,0.4914982239530662
P21,D56,0.22936205067350746
P21,D18,0.4058621556948324
P21,D50,0.5118827819135884
P21,D47,0.17581330694120956
P21,D55,0.784031324773683
P21,D31,0.6788841937243462
P21,D30,0.465352759792663
P21,D45,0.36526573876071766
P21,D65,0.16691412642650916
P21,D72,0.5995664007930737
P21,D54,0.5521151506763372
P21,D21,0.3738218081808333
P21,D62,0.2502566146144868
P21,D34,0.46096771013204296
P21,D59,0.38255432862148114
P21,D82,0.48212454455821924
P21,D38,0.33907124547471823
P21,D74,0.6433016904101378
P21,D22,0.3405712996760172
P21,D53,0.49015677082620507
P21,D27,0.4486841869021935
P21,D10,0.5531155430486376
P21,D19,0.6177841692447517
P21,D88,0.7801977901539173
P21,D24,0.14290916674065707
P21,D57,0.5565516187046439
P21,D77,0.6543134480764932
P21,D52,0.7379551691684522
P21,D25,0.38174016264155547
P21,D48,0.47897551920341797
P21,D78,0.5013740821341017
P21,D76,0.6352798359868115
P21,D1,0.424005693015149
P21,D85,0.5266660896461806
P21,D73,0.29909433770255
P21,D32,0.46210551483686224
P21,D2,0.5225818592303336
P21,D33,0.6931611855709056
P22,D72,0.4278831250523161
P22,D64,0.5460541716825386
P22,D54,0.2859594463378018
P22,D5,0.35404649064540666
P22,D8,0.2017609653778873
P22,D15,0.15021634399259592
P22,D77,0.5395161389293078
P22,D67,0.29220770915160993
P22,D70,0.33328772225621167
P22,D36,0.2955572774982791
P22,D87,0.26065314333853773
P22,D40,0.06960458134077796
P22,D50,0.46234941764117315
P22,D32,0.3569942049253845
P22,D35,0.16560490263103333
P22,D12,0.31681126387865616
P22,D85,0.4469092696857988
P22,D28,0.5758628861917595
P22,D43,0.4259802380220164
P22,D74,0.6150616460726281
P22,D39,0.4768534309538107
P22,D21,0.2287900578180701
P22,D30,0.5706667080808157
P22,D68,0.6222519486218878
P22,D89,0.5119741635506089
P22,D52,0.5278864516722507
P22,D88,0.5566826792909576
P22,D17,0.3207498078507361
P22,D13,0.19736261868833643
P22,D57,0.5333175401693374
P22,D76,0.6255667228136209
P22,D29,0.161368624484662
P22,D46,0.324542980059942
P22,D81,0.6459189693861953
P22,D83,0.44791194975529947
P22,D34,0.5838691553398928
P22,D24,0.22660095428193366
P22,D59,0.35736020364836557
P22,D62,0.03167707038233469
P22,D82,0.5325042014438042
P23,D37,0.3365249040300171
P23,D11,0.19077896168447828
P23,D6,0.6559955821382173
P23,D84,0.7542538167125997
P23,D23,0.45363301658565225
P23,D26,0.4385405283018011
P23,D68,0.5766409169526417
P23,D9,0.4388035528176296
P23,D18,0.5469887848152841
P23,D79,0.40674100891240605
P23,D89,0.4865926696108609
P23,D49,0.27086619543711027
P23,D4,0.24595548020483643
P23,D5,0.412355302271793
P23,D77,0.410173498540798
